discount_pct,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,status,rating,order_id,city,category,payment_method,phone,state
,120..,-5,16-Oct-2024,$604.80,00224,HDMI Cable,000000,Returned,5 stars,ORD_0664,kolkata,Electronicss,UPI,,  West Bengal
N/A,1800#,N/A,20/05/2023,0.00,CUST_0283,Webcam,,RETURNED,0,ORD_0665,Mumbai,Electronics,N/A,919521392361,maharashtra
10%,"$8,500.00",,2023-09-12,1381250.00,CUST_0549,Monitor,,SHIPPED,-1,ORD_0666 ,"Delhi,",Electronics, UPI,,N/A
null,9800#,17.0,20-Mar-2023,9800.00,CUST_0566,Standing Desk,29936,Returned ,0,ORD_0667,,Furnitures,WALLET,,  Maharashtra
,8500#,9999,19/03/2024,-133875.00,00147,Monitor,000000,DELIVERED,-1,ord_0668,"Delhi,",Electronics,,,Delhi
-5,45..,0,1713465000,669.06,CUST_0583,Notebook,N/A,Canc3ll3d,N/A,ORD_0669,Jaipur,Stationerys,COD,9862821237,  Rajasthan
26,120.0,N/A,2023-02-26,-1401.60,CUST_0334,HDMI Cable,878110 ,pending,5 stars,ORD_0670,,  Electronics  ,upi,98049 11082,Maharashtra
-5,inf,13.0,2023-04-10,$0.00,#REF!,Keyboard,390734 ,Returned,1,ord_0671,chennai,electronics,UPI,9500944836,N/A
26,inf,8,1676313000,Rs.125,CUST_,Sticky Notes,,Returned,,ORD_0672,,STATIONERY,COD,,  Gujarat
10%,8500.0,436,29-Jul-2023,124950.00,CUST_0115,Monitor,000000,Pending,,ORD_0673,Pune,  Electronics  ,NET BANKING,919888996436,M@h@r@shtr@
28.4,1800,20,1710786600,,CUST_???,Webcam,,P3nding,Good,ORD_0674,ahmedabad,Electronicss,Credit Card,919220443113,Gujarat
N/A,Rs. 85.00,16,14-Dec-2023,$595.00,CUST_,Stapler,N/A,pending,,ORD_0675,  Surat,Stationery,UPI,+91 91230 04935,Gujarat
15.3,750.00,N/A,"Sep 14, 2023",-585.00,CUST_0244,Keyboard,898273,Shipped ,Good,ord_0676,kolkata,Electronicss,wallet,99648 02132,West Bengal
10%,nan,N/A,2023-04-14,0.00,CUST_???,Laptop Bag,92783,Shipped,-1,ord_0677,"Delhi,",Accessoriess,N/A,919709984932,N/A
10%,4500.00,9,"Nov 26, 2024",,CUST_0539,Office Chair,,cancelled,5,ORD_0678 ,,furniture,N/A,90109 40601,Tamil Nadu
2,750,18,13-08-2023,7875712.35,,Keyboard,732133, Returned,6,ORD_0679,AHMEDABAD,ELECTRONICS,NET BANKING,919794746730,gujarat
24,nan,4.0,14-07-2024,9438556.05,CUST_,USB Hub  ,,delivered,5,ORD_0680,  Surat,electronics,Net Banking,09379166208,gujarat
-5,899.0,442,27-Jun-2023,-449.50,00496,USB Hub,41675,Pending ,Good,ord_0681,"Pune,",electronics,upi,9840006590,M@h@r@shtr@
N/A,nan,1,06/04/2024,764.15,#REF!,USB Hub,42543,shipped,6,ORD_0682,Pune,Elec,,+91 94610 86000,M@h@r@shtr@
150,85..,20,"Apr 10, 2023",-89.25,CUST_,Stapler,56816,delivered,4,ord_0683,Kolkata,stationery,cod,09784726134,
null,$650.00,,"Jul 04, 2024",0.00,CUST_,Desk Lamp,000000,Cancelled,Good,ord_0684,"Chennai,",Electronics,WALLET,+91-95692-66592,tamil nadu
10%,nan,0,1708453800,,CUST_0586 ,Pen Set,042218,RETURNED,5,ORD_0685,PUNE,Stat,N/A,,N/A
27,450.0,3.0,24-Jul-2023,,CUST_0371 ,Wireless Mouse,63702,Pend,-1,ORD_0686,CHENNAI,  Electronics  ,COD,9489070326,T@mil N@du
10%,850#,277,2024-10-28,0.00,CUST_0295 ,Laptop Bag (New),145697,RETURNED,5 stars,ORD_0687 ,unknown,ACCESSORIES,NET BANKING,919020263665,Telangana
N/A,inf,9999,15/08/2023,-0.00,CUST_,Webcam,625808 ,Ship,,ord_0688,"Ahmedabad,",Electronics,Debit Card,+91 95002 39498,gujarat
150,8500.00,N/A,"Jun 14, 2024",Rs.6035,CUST_???,Monitor,244212, Returned,-1,ord_0689,  Hyderabad,Electronics,Net Banking,91718 92897,Telangana
null,75.00,N/A,2024-04-04,749925.00,CUST_,Screen Cleaner,000000,delivered,3,ORD_0690 ,"Chennai,",accessories,N/A,+91 97133 29888,N/A
18,nan,3,1713465000,Rs.2985,CUST_0532 ,Phone Holder,N/A, Pending,4,ORD_0691,Kolkata,accessories,,99767 18907,West Bengal
null,85.00,9999.0,2023-09-19,-849915.00,CUST_0173,Stapler,14677,R3turn3d,Good,ord_0692, Chennai ,Stationery,net banking,9057147655,tamil nadu
1,85..,9999,03/08/2023,-200.60,CUST_0200,Stapler - Imported,000000,Cancelled,5 stars,ORD_0693,mumbai,STATIONERY,NET BANKING,9009203156,M@h@r@shtr@
,650.00,12,"Aug 02, 2023",Rs.0,CUST_0439,Desk Lamp,731117 ,DELIVERED,6,ORD_0694,CHENNAI,electronics,N/A,09568837436,T@mil N@du
5,Rs. 750.00,N/A,2024-05-27,12080.25,,Keyboard,424119,pending,-1,ORD_0695, Pune ,Elec,N/A,92841 60521,
10%,120,9999,"Jul 20, 2023",$114.00,00486,HDMI Cable,N/A,Canc,-1,ORD_0696,kolkata,Elec,net banking,919903251689,West Bengal
-5,850,-5,1689791400,,,Laptop Bag,084517,Shipped,Good,ORD_0697 ,,Accessories, COD,+91 93989 41238,
-5,"$8,500.00",18,22-Dec-2024,0.00,,Monitor,814797,Cancelled ,N/A,ORD_0485, Surat ,electronics,Wallet,98016 90637,Gujarat
13.7,35..,1,1716316200,10985.80,00511,Pen Set,930872,PENDING,,ORD_0698,Bangalore,  Stationery  ,upi,919760983007,karnataka
150,850#,,1680460200,Rs.892,CUST_???,Laptop Bag,70462,RETURNED,-1,ORD_0699,  Kolkata,Accessories,,+91-91416-54556,  West Bengal
13.7,35..,1,1716316200,10985.80,00511,Pen Set,930872,PENDING,,ORD_0698,Bangalore,  Stationery  ,upi,919760983007_dup,karnataka
8,Rs. 75.00,146,07/01/2024,Rs.749925,00148,Screen Cleaner,038260,Cancelled ,4,ORD_0700,  Surat,  Accessories  ,Debit Card,+91 99087 99323,Guj@r@t
3,850#,0,03-May-2023,-425.00,CUST_0393,Laptop Bag,256464,shipped,-1,ord_0701,Kolkata,Acce,DEBIT CARD,,West Beng@l
-5,199#,406,"Jan 30, 2024",-149.25,CUST_,Phone Holder,27955,R3turn3d,0,ORD_0702 ,ahmedabad,Accessories, Net Banking,,
-5,"$8,500.00",N/A,"Oct 15, 2023",8500.00,CUST_0167 ,Monitor,190114,Canc3ll3d,Good,ORD_0703 , Delhi ,electronics,WALLET,+91-93507-11021,Delhi
10%,nan,N/A,03/07/2023,88.50,00286,Screen Cleaner,000000,Cancelled,Good,ord_0704,unknown,Accessories, UPI,+91 97154 74255,telangana
150,650,9999.0,23/04/2023,,CUST_0108,Desk Lamp,56628, Cancelled,Good,ORD_0705,unknown,ELECTRONICS,N/A,919292410546,M@h@r@shtr@
150,1800..,103,20-05-2024,271800.00,CUST_0421 ,Webcam,N/A,Canc,5 stars,ORD_0706,"Hyderabad,",ELECTRONICS,Debit Card,09183521692,Telangana
N/A,inf,0,19-06-2024,"$-16,500.00",CUST_,Bookshelf,000000,PENDING,-1,ORD_0707,unknown,Furn,Debit Card,,west bengal
30,199#,10,1706121000,25354.59,CUST_,Phone Holder,941962 ,Retu,Good,ORD_0708,PUNE,accessories,,,maharashtra
7.4,1200..,12,2024-09-15,Rs.14400,CUST_0290,Laptop Stand,,Cancelled ,N/A,ORD_0709 ,"Surat,",  Electronics  ,CREDIT CARD,,Guj@r@t
10%,Rs. 850.00,-3,21-Feb-2024,7344.00,CUST_0407,Laptop Bag,000000,P3nding,3,ord_0710,  Kolkata,Acce,N/A,+91-98007-36392,West Bengal
N/A,199.0,,12-06-2024,Rs.209,CUST_0454,Phone Holder,72272,Cancelled ,6,ORD_0711,  Jaipur,ACCESSORIES,cod,,Rajasthan
N/A,850.0,-1,"Dec 07, 2024","$11,444.40",CUST_0375 ,Laptop Bag,636547,Pending ,6,ORD_0712, Bangalore ,  Accessories  ,N/A,+91-93643-25579,  Karnataka
-5,"$8,500.00",N/A,"Oct 15, 2023",8500.00,CUST_0167 ,Monitor,190114_dup,Canc3ll3d,Good,ORD_0703 , Delhi ,electronics,WALLET,+91-93507-11021,Delhi
10%,85#,N/A,2023-04-04,-935.00,CUST_,Stapler,,Pending,0,ORD_0713, Ahmedabad ,stationery,Debit Card,94186 90402,N/A
N/A,Rs. 899.00,,12/01/2024,749.77,#REF!,USB Hub,,Cancelled,0,ORD_0714 , Hyderabad ,  Electronics  ,Wallet,+91-92227-03137,Tel@ng@n@
N/A,120#,9999.0,1711477800,,00160,HDMI Cable,,Cancelled,5 stars,ORD_0715 ,Ahmedabad,Electronicss,Debit Card,99254 30505,
150,$85.00,177,1691951400,78.20,00316,Stapler,684912,PENDING,6,ord_0716,"Kolkata,",Stationerys,WALLET,,west bengal
-5,750,6.0,2024-07-23,"$7,308.00",CUST_0575,Keyboard,000000,Deli,N/A,ORD_0717,"Mumbai,",Elec,,09750313797,Maharashtra
-5,nan,2,2023-06-22,28350.00,CUST_0281,Office Chair,054532, Cancelled,,ORD_0718,,Furn, Net Banking,,Guj@r@t
-5,750,11.0,1710527400,-0.00,CUST_0365,Keyboard,,D3liv3r3d,,ORD_0719,"Bangalore,",  Electronics  ,Credit Card,9420589922,
17.8,inf,9999.0,12-10-2023,100.00,CUST_0204,Sticky Notes,78446, Cancelled,6,ORD_0720,"Chennai,",Stat,UPI,+91-90862-80265,T@mil N@du
150,45..,12,06-May-2024,-17820.00,CUST_0555,Notebook,429187 , Returned,5 stars,ord_0721,"Bangalore,",Stat,N/A,+91 92812 87843,  Karnataka
28.2,8500,-3,2024-05-01,,CUST_0349,Monitor,091021,R3turn3d,,ord_0722,,electronics,Wallet,+91-96949-68912,gujarat
N/A,9800.0,305,18-Sep-2023,"$71,532,846.00",CUST_0568,Standing Desk,079782,Shipped,,ORD_0723,"Kolkata,",FURNITURE,WALLET,09641424252,
-5,Rs. 45.00,162,1734719400,0.00,CUST_0439,Notebook,958492 ,delivered,N/A,ORD_0724,  Pune,STATIONERY, Wallet,+91 95605 78216,  Maharashtra
28.2,8500,-3,2024-05-01,,CUST_0349,Monitor,091021,R3turn3d,N/A,ord_0722,,electronics,Wallet,+91-96949-68912,gujarat
150,75.0,0,"Aug 11, 2024",,#REF!,Screen Cleaner,N/A,CANCELLED,,ORD_0725,"Pune,",  Accessories  ,N/A,09912137847,N/A
,9800,-1,01/10/2024,9713.76,CUST_,Standing Desk,623148,Delivered ,2,ORD_0726,"Jaipur,",Furniture,DEBIT CARD,,R@j@sth@n
27.1,9800..,0,20-07-2024,-144060.00,#REF!,Standing Desk,768623,Returned,0,ORD_0727 ,unknown,Furniture, Credit Card,92686 56282,N/A
28,899,6.0,19-Aug-2023,2247.50,CUST_???,USB Hub,,Cancelled,5 stars,ORD_0482,ahmedabad,ELECTRONICS,COD,9378715122,  Gujarat
10%,inf,0,1704306600,364.50,#REF!,Wireless Mouse,085997,SHIPPED,,ORD_0728,hyderabad,electronics,N/A,919894742127,  Telangana
,$450.00,1,03-Jan-2024,8920.80,CUST_0450,Wireless Mouse,758285,D3liv3r3d,,ORD_0729 ,  Hyderabad,  Electronics  ,,9678046768,  Telangana
N/A,"$9,800.00",,2024-09-29,Rs.97990200,#REF!,Standing Desk,,D3liv3r3d,N/A,ORD_0730,,  Furniture  ,Net Banking,919504227703,Maharashtra
-5,750,165,"Dec 06, 2023",6674332.50,CUST_,Keyboard,,Returned ,Good,ORD_0731,,electronics,DEBIT CARD,+91 99456 62693,  Rajasthan
null,nan,-5,08-Jul-2023,654120.00,CUST_0373,Office Chair,745576,cancelled,Good,ORD_0732,unknown,FURNITURE, Wallet,+91 98622 73898,  Gujarat
-5,750#,,20-Dec-2024,-2250.00,CUST_0318,Keyboard,075829,Pending,2,ord_0733, Pune ,Electronics, COD,+91 91332 51040,N/A
150,Rs. 2200.00,,04-10-2024,0.00,00381,Bookshelf,N/A,R3turn3d,Good,ORD_0734,,furniture, Net Banking,97760 62144,N/A
N/A,inf,-4,08-06-2024,-47245275.00,CUST_0543,Office Chair,659057 ,Returned ,Good,ORD_0735,jaipur,FURNITURE,Credit Card,,R@j@sth@n
,Rs. 899.00,-2,1697826600,-2697.00,CUST_0238,USB Hub - Imported,333591 ,shipped,N/A,ORD_0736,,Electronics, Net Banking,919681729809,
,1200#,0,01/09/2023,-1260.00,CUST_0107,Laptop Stand,963935,returned,6,ORD_0737,Ahmedabad,Elec,DEBIT CARD,09843733384,Guj@r@t
23,75.00,15,2023-10-03,$0.00,CUST_0473,Screen Cleaner  ,064159,cancelled,0,ORD_0738,"Ahmedabad,",ACCESSORIES,NET BANKING,09630445711,  Gujarat
150,inf,8,27/03/2024,0.00,00120,Pen Set,610037,Shipped,5 stars,ORD_0739,"Pune,",Stat, UPI,919271953872,
20.7,nan,3,"Oct 13, 2023",-0.00,CUST_0588 ,Keyboard,619202,Canc3ll3d,,ORD_0740,,Elec,,09518541492,gujarat
26,inf,4.0,22-Oct-2023,-120.00,CUST_0169,HDMI Cable,771539 ,DELIVERED,3,ord_0741,,  Electronics  ,N/A,,R@j@sth@n
3,9800.0,4,30-Sep-2023,-63602.00,CUST_0598,Standing Desk,,cancelled,5 stars,ORD_0438 ,AHMEDABAD,FURNITURE,Net Banking,+91 98713 94456,Guj@r@t
N/A,75..,0,"Mar 05, 2023",0.00,CUST_???,Screen Cleaner,78912, Delivered,N/A,ORD_0742,,accessories,Wallet,+91 90313 02902,
18,8500..,,2023-04-06,-91715.00,CUST_0475 ,Monitor,317119,Delivered,0,ORD_0743,Bangalore,ELECTRONICS,,+91 90310 30275,
-5,$120.00,124,2024-12-21,Rs.43973,CUST_0125,HDMI Cable,749340 ,Returned ,5 stars,ORD_0744,Hyderabad,Elec,Credit Card,,
150,899.0,20.0,21-03-2024,-449.50,CUST_???,USB Hub,865255,Delivered,6,ORD_0745,"Delhi,",Electronicss,N/A,+91-95309-27204,  Delhi
150,inf,8,27/03/2024,0.00,00120,Pen Set,610037,Shipped,5 stars,ORD_0739,"Pune,",N/A, UPI,919271953872,
-5,$25.00,-5,1679509800,179982.00,CUST_0563,Sticky Notes (New),N/A,Shipped,-1,ORD_0746,Bangalore,Stationerys,Net Banking,919711291763,N/A
10%,199..,-5,08/10/2024,-417.90,CUST_0123 ,Phone Holder  ,499665,Shipped,6,ORD_0747,MUMBAI,Accessories,COD,9227403779,Maharashtra
8.5,nan,9999,17-10-2023,50.00,,Sticky Notes,55095,SHIPPED,5 stars,ORD_0748 ,,  Stationery  ,wallet,,Guj@r@t
19.2,9800..,-3,"Oct 30, 2024","$49,000.00",CUST_0569 ,Standing Desk,71850,cancelled,0,ord_0749,PUNE,  Furniture  ,Wallet,9448871176,maharashtra
null,25,0,14-Jan-2024,425.00,CUST_,Sticky Notes,N/A, Cancelled,4,ORD_0750,"Mumbai,",STATIONERY,,919636836919,Maharashtra
7.2,45..,11,"Feb 06, 2024",7102.66,,Notebook,000000,Canc,-1,ORD_0751,,Stationerys,Debit Card,+91 94475 51514,N/A
10%,45#,5,"Dec 09, 2024",Rs.36,CUST_,Notebook,062781,Ship,-1,ord_0752,,Stationery,UPI,+91-94538-99073,Delhi
null,1800#,15,07-10-2024,0.00,00506,Webcam,000000, Delivered,N/A,ORD_0453, Delhi ,electronics,,+91 98916 28710,
14,"$8,500.00",0,2023-03-21,-121125.00,CUST_???,Monitor,42055, Delivered,Good,ORD_0753,,  Electronics  ,DEBIT CARD,90175 06327,  Delhi
-5,25.0,11.0,"Jun 03, 2024",-18.25,,Sticky Notes,170905 ,Delivered,,ord_0754,"Delhi,",STATIONERY, Net Banking,90622 24036,Delhi
20,850#,409,25-03-2023,0.00,CUST_0469,Laptop Bag,598455,CANCELLED,-1,ORD_0755,"Bangalore,",  Accessories  ,N/A,95417 89118,Karnataka
150,Rs. 8500.00,N/A,10-10-2024,-7395.00,CUST_,Monitor,55516,Delivered,0,ORD_0756,HYDERABAD,ELECTRONICS, COD,919893413054,telangana
,inf,2,1732905000,1680.00,CUST_0211,HDMI Cable,707153,Returned ,0,ord_0757,,Electronicss,,96572 29338,N/A
N/A,9800,-1,"Oct 24, 2023","$166,600.00",,Standing Desk,223955,pending,Good,ORD_0758 , Jaipur ,Furnitures,Credit Card,,R@j@sth@n
null,199.0,409,1675362600,99.50,CUST_,Phone Holder,N/A,pending,6,ORD_0759,,Acce,wallet,+91-94517-53412,Karnataka
4,2200.00,N/A,24-May-2023,,CUST_???,Bookshelf,000000,Ship,0,ORD_0760,unknown,  Furniture  ,,919016635331,N/A
4.2,850..,0,"Sep 12, 2023",722.50,CUST_,Laptop Bag,298165,Canc3ll3d,,ORD_0045 ,Kolkata,ACCESSORIES, UPI,,N/A
14,"$8,500.00",0,2023-03-21,-121125.00,CUST_???,Monitor,42055, Delivered,Good,ORD_0753,,  Electronics  ,,90175 06327,  Delhi
3,$25.00,4,13/08/2023,0.00,00512,Sticky Notes,913156,Delivered ,1,ORD_0761 ,SURAT,Stationerys, UPI,919204262784,
2.0,75..,,1696703400,75.00,CUST_0107 ,Screen Cleaner,,Deli,Good,ORD_0762,"Jaipur,",  Accessories  ,Debit Card,92841 23054,rajasthan
,35.0,-1,30-12-2024,0.00,CUST_0318,Pen Set,, Returned,,ORD_0763,Delhi,Stat,debit card,+91-93505-76302,
3,750.0,,"Aug 11, 2023",Rs.11186,CUST_,Keyboard,739644 ,delivered,6,ORD_0764 ,  Pune,Electronicss,,+91 94324 35871,maharashtra
N/A,Rs. 25.00,11,17-10-2024,27.14,CUST_0571,Sticky Notes,067371,Pendind,,ORD_0765,unknown,Stat, Wallet,,Guj@r@t
N/A,9800..,0,"Mar 12, 2024",52136.00,CUST_0587,Standing Desk,450369 ,Returned ,2,ORD_0766 ,"Pune,",Furnitures,N/A,9496270127,Maharashtra
150,Rs. 8500.00,0,2024-04-17,0.00,CUST_???,Monitor,N/A, Delivered,6,ORD_0767,  Hyderabad,Electronics,N/A,919168819224,Telangana
9,199,N/A,1732300200,2507.88,#REF!,Phone Holder,N/A,Retu,,ORD_0768,unknown,Accessoriess, Net Banking,09452246523,West Bengal
24.5,$85.00,,2023-03-20,255.00,CUST_0529 ,Stapler  ,074555,Deli,6,ORD_0769,,Stationerys,DEBIT CARD,9426636144,tamil nadu
12,$120.00,,"Oct 04, 2023",106.80,CUST_,HDMI Cable,,returned,6,ORD_0770 , Pune ,  Electronics  ,UPI,919851051201,  Maharashtra
N/A,4500.0,N/A,1733855400,55755.00,00297,Office Chair,483784,P3nding,,ORD_0771,HYDERABAD,Furniture,Net Banking,,Tel@ng@n@
10%,120#,7,2023-02-09,,00106,HDMI Cable,N/A,Shipped,6,ord_0772,Hyderabad,electronics,,919398802274,Tel@ng@n@
null,199.0,2,13-Mar-2023,Rs.-100,00412,Phone Holder,487336,CANCELLED,6,ORD_0773,"Pune,",Accessoriess, Wallet,9698718069,N/A
-5,45..,,12-12-2024,0.00,CUST_0210,Notebook,556976,Delivered,5 stars,ORD_0774,KOLKATA,Stat, Net Banking,,  West Bengal
1.9,75,9999.0,"Oct 16, 2023",354.00,CUST_0184,Screen Cleaner,140020, Cancelled,5,ord_0775,"Mumbai,",  Accessories  ,N/A,,Maharashtra
150,45#,132,2024-09-08,,CUST_0431,Notebook,250195,returned,Good,ord_0776,unknown,Stationery,cod,9696706021,gujarat
,650.00,13,18-11-2023,$617.50,00315,Desk Lamp,13212,Pending,N/A,ORD_0777,unknown,electronics,N/A,09720169531,Telangana
null,inf,-4,1707244200,0.00,,Webcam,96635,Returned ,6,ORD_0778,delhi,Electronicss,Net Banking,+91 96380 78988,delhi
_dup,650.00,13,18-11-2023,$617.50,00315,Desk Lamp,13212,Pending,N/A,ORD_0777,unknown,electronics,N/A,09720169531,Telangana
N/A,899#,5,28/10/2024,-899.00,CUST_0530,USB Hub,511774,Delivered,0,ord_0779,"Jaipur,",Elec,,+91 93560 75325,N/A
-5,899.0,9999,14-Jul-2023,382974.00,CUST_0191 ,USB Hub,000000,Shipped ,0,ORD_0780,,Elec, Debit Card,96852 49513,Karnataka
24,45#,11,20-Dec-2024,-270.00,,Notebook (New),,D3liv3r3d,Good,ORD_0781,Chennai,stationery,Credit Card,919531121846,N/A
N/A,1200#,97.0,12-05-2024,-708.00,CUST_0272,Laptop Stand,023878,returned,Good,ORD_0782, Pune ,electronics,UPI,+91 92141 51412,M@h@r@shtr@
1.9_dup,75,9999.0,"Oct 16, 2023",354.00,CUST_0184,Screen Cleaner,140020, Cancelled,5,ord_0775,"Mumbai,",  Accessories  ,N/A,,Maharashtra
N/A,inf,N/A,"May 30, 2024",-12.50,#REF!,Sticky Notes,941610,pending,4,ord_0783,  Chennai,  Stationery  ,Wallet,,Tamil Nadu
10,nan,0,01-Aug-2023,0.00,#REF!,Standing Desk,950584 ,Canc,-1,ORD_0784 ,,  Furniture  ,N/A,09538637214,  Gujarat
19,nan,0,20/09/2024,0.00,,Wireless Mouse,000000,returned,0,ORD_0785,unknown,ELECTRONICS,net banking,+91 90434 52266,karnataka
,$120.00,16,20/03/2024,0.00,CUST_0116,HDMI Cable,000000,Returned,0,ORD_0046, Delhi ,Electronics,Wallet,+91 97325 40920,Delhi
3,199#,144,26/06/2023,2348.20,,Phone Holder,886396,Delivered,1,ORD_0786,,ACCESSORIES, UPI,919131460182,Maharashtra
16.8,nan,-5,31-10-2023,210635.70,#REF!,USB Hub,351072 ,Deli,6,ORD_0787,"Hyderabad,",  Electronics  ,Net Banking,9921224241,Tel@ng@n@
10%,Rs. 25.00,9999,07-01-2024,0.00,#REF!,Sticky Notes,870214,Shipped,N/A,ORD_0788,unknown,Stationerys,Debit Card,9324969104,  Maharashtra
,75,18,2023-05-22,225.00,CUST_0555,Screen Cleaner,N/A,Retu,5 stars,ORD_0789,JAIPUR,ACCESSORIES,cod,9358574957,Rajasthan
10%,85#,4,"Jan 15, 2023",-382.50,#REF!,Stapler,,Canc,0,ORD_0790,  Kolkata,Stat,,+91 90539 49268,  West Bengal
150,899,,2024-01-04,0.00,#REF!,USB Hub,689446,CANCELLED,Good,ORD_0791,Mumbai,electronics,Credit Card,+91-92197-91842,M@h@r@shtr@
10%,35..,13,1722191400,Rs.32,CUST_0281,Pen Set,270491,Pending,-1,ORD_0228, Surat ,Stat,Debit Card,919378375713,N/A
10%,1200,459,09/04/2023,0.00,#REF!,Laptop Stand,478642, Cancelled,-1,ORD_0792,  Hyderabad,  Electronics  ,CREDIT CARD,919825355428,Telangana
2.8,120#,,23/04/2024,-0.00,CUST_0277,HDMI Cable,N/A,shipped,N/A,ORD_0793,,electronics,DEBIT CARD,919147794559,
N/A,45..,9,13-Apr-2024,,00510,Notebook,24924,PENDING,-1,ORD_0794,unknown,Stationery,credit card,+91 98349 22214,Maharashtra
13,25,256,"Jan 01, 2024",26.25,CUST_,Sticky Notes,093160,returned,5 stars,ORD_0795,"Mumbai,",Stat,,90867 44285,maharashtra
1,Rs. 35.00,4,1712860200,-7350.00,,"Pen Set, Pack of 3",135308 ,D3liv3r3d,4,ORD_0796,ahmedabad,stationery,,919700461754,gujarat
-5,inf,9999,2023-07-31,-99.50,,Phone Holder  ,,PENDING,6,ORD_0797,unknown,Acce,Net Banking,93865 43151,Gujarat
16,1200#,0,25/11/2024,Rs.1104,CUST_???,Laptop Stand,81732,Canc,,ORD_0798,,ELECTRONICS,Wallet,+91-99500-41285,maharashtra
,nan,10,29-Feb-2024,,CUST_0425,Sticky Notes,000000, Cancelled,6,ORD_0799,CHENNAI,Stat,,,T@mil N@du
10%,$85.00,,25-04-2023,-89.25,,Stapler,33229,Cancelled ,5 stars,ORD_0800,Bangalore,  Stationery  ,UPI,94019 69561,
150,35.00,11.0,1689877800,0.00,CUST_,Pen Set,000000,RETURNED,5 stars,ORD_0801,  Surat,STATIONERY,Credit Card,+91 96583 20038,Guj@r@t
25,1200,,2023-10-10,-600.00,00537,Laptop Stand,000000,cancelled,5 stars,ORD_0802,Kolkata,electronics,COD,+91 93469 61032,West Bengal
10%,35..,0,2024-07-31,-17.50,CUST_???,Pen Set,176905,Cancelled,5 stars,ORD_0803,  Surat,Stationery,wallet,91746 90218,Guj@r@t
10%,Rs. 450.00,0,1699295400,-7740.00,00583,Wireless Mouse,181987 , Pending,0,ORD_0804, Surat ,Electronicss,DEBIT CARD,09683078217,Gujarat
23,1800..,283,26-06-2023,0.00,CUST_0480,Webcam,105884 ,Shipped,0,ORD_0805, Ahmedabad ,Elec,COD,+91-93037-66687,  Gujarat
N/A,nan,0,13/11/2023,1105.00,00138,Stapler,,Pendind,N/A,ORD_0806,ahmedabad,stationery,UPI,+91 93974 01820,
0,2200.0,N/A,"Oct 10, 2023",2046.00,CUST_0309,Bookshelf,N/A,Pending,,ord_0807,,  Furniture  ,Credit Card,+91-91367-15459,Maharashtra
18,Rs. 8500.00,N/A,"Oct 25, 2023",-110500.00,CUST_0183,Monitor,41943,Delivered ,5,ORD_0808 , Jaipur ,ELECTRONICS, Debit Card,97040 99826,Rajasthan
17,8500..,N/A,16-Apr-2023,0.00,CUST_0157,Monitor,034304,returned,0,ord_0809, Hyderabad ,Electronicss,Credit Card,+91 93513 35435,Telangana
N/A,9800#,9999.0,2024-04-13,"$39,200.00",CUST_0321,Standing Desk,N/A,SHIPPED,N/A,ORD_0810 ,,Furniture, Credit Card,+91-93474-83854,maharashtra
-5,$899.00,,02/07/2023,194130.06,CUST_???,USB Hub - Imported,137791 ,shipped,1,ORD_0811,mumbai,Elec,upi,919909433770,  Maharashtra
14.0,nan,-4,"Mar 14, 2024",-0.00,CUST_0484 ,Phone Holder,000000,cancelled,-1,ORD_0812, Ahmedabad ,Accessoriess,Net Banking,+91-97712-73214,Guj@r@t
7,850,14,11-May-2023,Rs.16014,CUST_???,Laptop Bag,,SHIPPED,5 stars,ORD_0813 ,unknown,Accessories,,,  West Bengal
0,inf,17,06-Jul-2023,"$2,520.00",CUST_???,Laptop Stand,N/A,Shipp3d,5 stars,ORD_0656,  Bangalore,Electronics,Credit Card,919069254589,Karnataka
null,650.00,-3,"Jul 15, 2023",767.00,,Desk Lamp,650765,Canc3ll3d,0,ORD_0814 ,surat,ELECTRONICS, Wallet,919594481389,N/A
N/A,nan,0,"Jul 27, 2024",257.60,CUST_???,Pen Set,49442, Cancelled,6,ORD_0815,"Delhi,",Stationerys, Debit Card,+91-98240-36908,Delhi
8,8500.00,2.0,2024-09-03,7622.80,CUST_0552,Monitor,,Cancelled,3,ORD_0816,unknown,ELECTRONICS,,+91-91111-76094,Rajasthan
10%,inf,-5,1725647400,Rs.680,00309,Stapler,,delivered,N/A,ORD_0817 , Surat ,Stationerys,CREDIT CARD,9509034508,
2,Rs. 9800.00,2,"Nov 30, 2024",97990200.00,CUST_0286,Standing Desk,000000,SHIPPED,Good,ORD_0818 ,"Hyderabad,",FURNITURE,N/A,09333276269,
N/A,nan,0,"Jul 27, 2024",257.60,CUST_???,Pen Set,49442,N/A,6,ORD_0815,"Delhi,",Stationerys, Debit Card,+91-98240-36908,Delhi
150,4500..,N/A,20-09-2024,0.00,,Office Chair (New),,Shipp3d,5 stars,ORD_0819,  Surat,Furn,cod,09431228014,Gujarat
26,nan,2,2024-07-26,171990.00,#REF!,Webcam,, Shipped,5,ORD_0398 ,,electronics,Wallet,,Rajasthan
7,nan,,2024-06-04,Rs.120,CUST_0458,HDMI Cable,877375,cancelled,5,ORD_0820 , Ahmedabad ,Electronicss,N/A,,N/A
